,year,date,Average_temperature,Average_humidity,Average_dewpoint,Average_barometer,Average_windspeed,Average_gustspeed,Average_direction,Rainfall_for_month,Rainfall_for_year,Maximum_rain_per_minute,Maximum_temperature,Minimum_temperature,Minimum_pressure,Maximum_pressure,Maximum_windspeed,Maximum_gust_speed,Maximum_humidity,Minimum_humidity,Maximum_heat_index
1134,2007,Jan 18,23.2,28,-6.0,30.375,16.7,22.5,245,0.142,0.142,0.000,30.9,14.4,30.2,30.4,36.0,48.0,51,16,30.9
1135,2007,Jan 19,29.5,32,1.2,30.231,7.6,9.9,235,0.142,0.142,0.000,41.6,10.5,24.0,30.3,30.0,37.0,68,15,41.6
1136,2007,Jan 20,20.2,57,6.4,30.006,2.3,3.5,306,0.142,0.142,0.000,36.0,5.0,29.7,30.3,13.0,18.0,78,31,36.0
1137,2007,Jan 21,19.0,66,9.1,30.115,4.4,6.0,4,0.142,0.142,0.000,26.1,1.8,24.2,30.5,18.0,22.0,84,43,26.1
1138,2007,Jan 22,22.5,46,2.6,30.334,7.4,10.4,258,0.142,0.142,0.000,36.2,-1.5,26.1,30.5,25.0,32.0,81,21,36.2
1139,2007,Jan 23,30.9,48,13.0,30.290,2.5,4.0,343,0.142,0.142,0.000,43.1,18.1,24.0,30.4,10.0,13.0,66,31,43.1
1140,2007,Jan 24,30.5,55,15.0,30.439,2.0,3.1,15,0.142,0.142,0.000,46.4,17.2,30.2,30.6,13.0,16.0,85,28,46.4
1141,2007,Jan 25,28.7,58,13.0,30.434,1.2,2.0,307,0.142,0.142,0.000,59.5,11.2,30.0,30.7,13.0,17.0,87,16,59.5
1142,2007,Jan 26,34.0,48,14.8,29.976,5.7,8.2,243,0.142,0.142,0.000,44.6,18.4,29.8,30.1,22.0,29.0,82,27,44.6
1143,2007,Jan 27,15.7,77,9.6,30.351,2.4,3.8,44,0.152,0.152,0.010,23.0,0.5,30.1,30.6,10.0,13.0,84,59,23.0
1144,2007,Jan 28,26.6,28,-5.7,30.309,12.3,16.9,243,0.152,0.152,0.000,37.5,-0.9,30.1,30.6,29.0,41.0,80,13,37.5
1145,2007,Jan 29,24.6,47,6.6,30.166,7.4,9.9,26,0.154,0.154,0.000,34.9,15.2,24.0,30.3,23.0,29.0,71,30,34.9
1146,2007,Jan 30,17.9,67,8.4,30.265,3.5,4.7,310,0.154,0.154,0.000,27.5,7.6,29.9,30.5,18.0,25.0,80,50,27.5
1147,2007,Jan 31,11.6,77,5.9,30.043,2.5,3.7,36,0.000,0.164,0.010,24.2,-7.4,29.8,30.2,12.0,13.0,83,70,24.2
1148,2007,Average and,22.9,53,6.1,1023,7.7,10.6,253,0.00,0.16,0.01,59.5,-14.7,92,13,30.91,24.00,41.4,57.5,59.5
1149,2007,Feb 1,4.3,62,-6.4,30.162,4.6,6.8,294,0.000,0.165,0.000,16.1,-10.2,30.0,30.3,18.0,24.0,79,37,16.1
1150,2007,Feb 2,9.0,46,-8.4,30.141,14.4,21.6,266,0.010,0.175,0.010,16.9,-8.8,30.0,30.3,32.0,46.0,73,29,16.9
1151,2007,Feb 3,25.6,39,2.8,30.064,18.7,27.5,260,0.010,0.175,0.000,32.9,14.3,30.0,30.1,34.0,51.0,71,27,32.9
1152,2007,Feb 4,35.5,37,11.0,30.206,18.9,25.3,246,0.010,0.175,0.000,41.9,29.1,30.1,30.3,40.0,49.0,51,22,41.9
1153,2007,Feb 5,41.6,44,20.9,30.236,18.6,23.4,237,0.010,0.175,0.000,47.7,35.2,30.1,30.3,34.0,43.0,51,35,47.7
1154,2007,Feb 6,46.5,38,22.0,30.014,11.8,15.3,226,0.010,0.175,0.000,56.2,38.3,29.9,30.1,32.0,44.0,52,24,56.2
1155,2007,Feb 7,43.7,39,19.1,29.972,8.8,11.5,241,0.010,0.175,0.000,52.6,31.3,29.8,30.1,23.0,29.0,68,25,52.6
1156,2007,Feb 8,38.0,42,15.4,30.013,8.4,12.1,253,0.010,0.175,0.000,49.1,24.1,29.9,30.1,33.0,43.0,80,23,49.1
1157,2007,Feb 9,38.0,43,17.1,30.070,9.3,13.3,255,0.010,0.175,0.000,45.6,29.7,30.0,30.1,25.0,32.0,59,26,45.6
1158,2007,Feb 10,39.7,48,21.4,29.969,12.0,16.6,248,0.010,0.175,0.000,45.6,33.8,29.8,30.1,28.0,39.0,71,36,45.6
1159,2007,Feb 11,40.1,62,27.5,29.738,7.8,10.6,239,0.031,0.197,0.010,48.3,32.4,29.6,29.8,26.0,31.0,91,40,48.3
1160,2007,Feb 12,30.9,72,21.3,29.928,3.5,5.5,287,0.051,0.217,0.010,41.9,17.7,29.7,30.2,18.0,24.0,94,29,41.9
1161,2007,Feb 13,18.1,78,12.2,30.218,3.0,4.5,48,0.051,0.217,0.000,29.8,10.9,30.1,30.3,13.0,16.0,88,55,29.8
1162,2007,Feb 14,14.8,80,9.6,30.284,2.4,3.9,56,0.081,0.247,0.010,25.8,7.2,30.1,30.4,13.0,20.0,85,66,25.8
1163,2007,Feb 15,23.6,54,8.7,30.236,14.2,18.7,236,0.091,0.257,0.010,31.9,9.9,29.9,30.3,44.0,52.0,80,39,31.9
1164,2007,Feb 16,30.5,55,15.3,30.007,13.8,20.4,269,0.101,0.267,0.010,37.6,22.7,29.8,30.3,36.0,53.0,87,29,37.6
1165,2007,Feb 17,31.7,34,5.5,30.356,10.9,15.5,256,0.101,0.267,0.000,40.1,23.0,30.2,30.4,29.0,38.0,64,21,40.1
1166,2007,Feb 18,40.8,24,6.3,29.877,13.8,18.7,244,0.102,0.268,0.000,49.2,32.9,29.5,30.2,33.0,43.0,33,16,49.2
1167,2007,Feb 19,35.3,59,21.7,29.626,11.3,14.7,240,0.102,0.268,0.000,40.1,27.8,29.5,29.8,28.0,38.0,87,31,40.1
1168,2007,Feb 20,33.5,38,10.6,29.827,15.9,21.6,244,0.102,0.268,0.000,41.2,27.0,29.7,29.9,34.0,44.0,57,27,41.2
1169,2007,Feb 21,39.3,32,11.7,29.963,18.1,24.6,251,0.102,0.268,0.000,48.3,30.1,29.8,30.1,39.0,55.0,47,23,48.3
1170,2007,Feb 22,35.5,41,9.7,30.004,5.0,7.0,244,0.102,0.268,0.000,54.7,19.5,29.7,30.2,28.0,33.0,73,12,54.7
1171,2007,Feb 23,33.4,41,8.9,29.575,6.5,9.6,257,0.102,0.268,0.000,47.9,18.4,29.4,29.8,23.0,30.0,72,14,47.9
1172,2007,Feb 24,26.4,36,2.6,29.760,15.6,21.9,253,0.102,0.268,0.000,30.6,21.9,29.4,30.0,36.0,46.0,45,28,30.6
1173,2007,Feb 25,27.4,41,6.5,29.817,16.2,21.5,244,0.102,0.268,0.000,32.8,21.4,29.7,30.0,36.0,43.0,51,27,32.8
1174,2007,Feb 26,27.5,46,9.2,29.834,13.5,17.8,248,0.102,0.268,0.000,33.8,21.4,29.7,29.9,36.0,45.0,60,31,33.8
1175,2007,Feb 27,30.1,67,18.9,29.716,6.9,9.4,246,0.122,0.288,0.010,41.9,21.6,29.5,29.9,28.0,38.0,92,29,41.9
1176,2007,Feb 28,18.9,66,9.0,29.718,4.4,6.4,334,0.100,0.288,0.000,26.0,9.7,29.5,30.0,18.0,22.0,85,43,26.0
1177,2007,Average and,30.1,49,11.6,29.96,10.8,14.9,250,0.00,0.29,0.01,56.2,-10.2,94,12,30.43,29.36,43.7,55.2,56.2
1178,2007,Mar 1,15.8,43,-2.9,29.973,9.8,14.6,266,0.000,0.287,0.000,21.0,9.3,29.9,30.0,26.0,40.0,59,29,21.0
1179,2007,Mar 2,14.1,45,-4.7,30.190,7.4,11.1,274,0.000,0.287,0.000,20.3,10.7,30.0,30.4,22.0,34.0,77,21,20.3
1180,2007,Mar 3,24.0,26,-6.6,30.499,10.0,14.4,258,0.000,0.287,0.000,31.0,12.6,30.4,30.5,28.0,34.0,43,17,31.0
1181,2007,Mar 4,33.5,40,10.5,30.450,2.6,4.1,276,0.000,0.287,0.000,54.4,14.6,30.1,30.7,15.0,20.0,67,20,54.4
1182,2007,Mar 5,43.1,30,11.5,30.208,7.6,10.1,236,0.000,0.287,0.000,56.3,25.6,30.0,30.3,25.0,29.0,63,14,56.3
1183,2007,Mar 6,38.1,40,12.3,30.229,3.6,5.2,240,0.000,0.287,0.000,54.8,24.7,30.1,30.3,17.0,22.0,67,12,54.8
1184,2007,Mar 7,38.3,48,16.9,30.179,5.4,7.4,242,0.000,0.287,0.000,54.1,24.2,30.0,30.3,23.0,28.0,78,20,54.1
1185,2007,Mar 8,39.0,45,19.0,29.962,9.0,12.5,252,0.000,0.287,0.000,48.0,26.6,29.8,30.0,26.0,33.0,71,28,48.0
1186,2007,Mar 9,40.5,29,9.5,30.054,9.8,12.9,241,0.000,0.287,0.000,51.7,30.9,29.9,30.1,28.0,38.0,58,17,51.7
1187,2007,Mar 10,34.4,79,28.2,30.134,1.4,2.4,333,0.061,0.349,0.010,41.2,27.8,26.2,30.3,16.0,20.0,95,45,41.2
1188,2007,Mar 11,36.9,59,20.7,30.383,2.3,3.8,275,0.163,0.450,0.020,55.8,18.0,30.2,30.5,15.0,20.0,93,19,55.8
1189,2007,Mar 12,45.3,46,22.3,30.179,1.6,3.3,25,0.163,0.450,0.000,65.0,28.4,30.0,30.4,9.0,13.0,75,18,73.3
1190,2007,Mar 13,47.9,39,19.5,29.926,6.2,9.0,253,0.163,0.450,0.000,65.2,27.8,29.7,30.1,23.0,28.0,77,13,71.6
1191,2007,Mar 14,50.7,25,14.6,29.782,12.6,18.3,246,0.163,0.450,0.000,59.6,39.1,29.6,29.9,31.0,39.0,51,12,59.6
1192,2007,Mar 15,33.0,67,21.3,30.182,7.1,10.6,9,0.163,0.450,0.000,45.5,22.7,29.7,30.5,36.0,43.0,90,26,45.5
1193,2007,Mar 16,45.5,34,16.2,30.190,11.8,16.9,243,0.163,0.450,0.000,58.2,21.9,29.9,30.4,32.0,39.0,88,21,58.2
1194,2007,Mar 17,53.3,20,11.5,29.922,10.9,15.3,244,0.163,0.450,0.000,64.3,37.6,29.8,30.0,29.0,38.0,44,11,64.3
1195,2007,Mar 18,52.0,25,15.0,29.777,5.4,8.5,268,0.163,0.450,0.000,65.8,37.3,29.6,29.9,23.0,32.0,51,12,71.1
1196,2007,Mar 19,43.3,54,27.0,29.987,1.8,3.8,135,0.163,0.450,0.000,55.1,27.9,29.8,30.1,10.0,16.0,83,36,55.1
1197,2007,Mar 20,47.8,37,18.4,29.825,7.4,10.4,243,0.163,0.450,0.000,62.3,30.4,29.6,30.0,29.0,34.0,79,13,62.3
1198,2007,Mar 21,47.5,37,21.4,29.765,8.0,11.3,226,0.163,0.450,0.000,54.2,34.3,29.5,30.0,32.0,40.0,75,23,54.2
1199,2007,Mar 22,43.5,59,27.5,29.952,3.0,4.9,4,0.163,0.450,0.000,61.2,29.0,29.8,30.1,21.0,26.0,85,17,61.2
1200,2007,Mar 23,40.2,72,30.5,29.951,2.4,3.9,224,0.502,0.790,0.040,57.3,27.5,29.8,30.1,20.0,22.0,93,34,57.3
1201,2007,Mar 24,34.8,92,32.6,29.990,1.6,2.4,331,1.002,1.290,0.010,37.2,32.9,29.9,30.1,13.0,16.0,93,86,37.2
1202,2007,Mar 25,47.2,49,28.2,30.066,12.0,17.0,249,1.152,1.440,0.010,55.9,33.7,29.9,30.2,24.0,34.0,92,33,55.9
1203,2007,Mar 26,45.3,58,29.9,30.164,4.9,7.1,281,1.232,1.520,0.010,55.4,36.9,30.1,30.3,18.0,26.0,92,27,55.4
1204,2007,Mar 27,43.9,80,37.9,29.933,2.4,4.5,64,1.252,1.540,0.010,51.3,36.6,29.6,30.1,15.0,20.0,94,63,51.3
1205,2007,Mar 28,43.1,44,19.1,29.706,6.5,10.2,184,1.252,1.540,0.000,50.8,32.3,29.5,30.0,24.0,32.0,91,12,50.8
1206,2007,Mar 29,27.3,72,19.0,30.290,4.3,6.3,54,1.374,1.661,0.010,37.3,21.1,24.2,30.6,21.0,26.0,89,44,37.3
1207,2007,Mar 30,26.3,75,19.3,30.427,2.0,3.4,67,1.384,1.671,0.010,38.5,17.3,24.3,30.6,22.0,24.0,89,47,38.5
1208,2007,Mar 31,37.1,45,17.3,30.039,14.3,20.1,240,1.400,1.673,0.000,47.9,26.9,29.9,30.2,30.0,41.0,61,28,47.9
1209,2007,Average and,39.3,49,18.4,30.05,6.3,9.2,250,0.06,1.67,0.04,65.8,9.3,95,11,30.70,24.19,35.7,42.6,73.3
1210,2007,Apr 1,45.7,42,23.4,29.950,10.2,14.5,235,0.000,1.673,0.000,55.1,39.3,29.8,30.0,28.0,40.0,63,27,55.1
1211,2007,Apr 2,47.2,44,23.2,29.889,8.8,13.0,268,0.000,1.673,0.000,60.8,34.3,29.7,30.0,33.0,44.0,80,16,60.8
1212,2007,Apr 3,43.3,35,12.9,30.164,11.3,16.1,253,0.000,1.673,0.000,55.3,32.7,29.9,30.4,32.0,51.0,70,7,55.3
1213,2007,Apr 4,37.7,62,24.5,30.374,4.4,6.3,30,0.000,1.673,0.000,57.5,22.2,30.2,30.5,20.0,26.0,88,25,57.5
1214,2007,Apr 5,39.8,67,29.1,30.262,5.8,8.8,311,0.010,1.683,0.010,51.3,30.0,30.1,30.4,24.0,34.0,87,32,51.3
1215,2007,Apr 6,23.5,87,20.2,30.578,3.5,5.8,63,0.010,1.683,0.000,30.0,18.9,30.4,30.6,13.0,16.0,92,77,30.0
1216,2007,Apr 7,19.0,86,15.6,30.498,3.2,5.4,58,0.010,1.683,0.000,20.7,17.0,30.4,30.6,8.0,12.0,90,82,20.7
1217,2007,Apr 8,28.4,85,24.5,30.202,1.1,1.9,36,0.030,1.703,0.010,39.9,17.3,30.0,30.4,8.0,12.0,93,75,39.9
1218,2007,Apr 9,42.4,61,26.7,29.857,8.0,11.4,250,0.070,1.743,0.010,57.6,24.8,29.6,30.0,30.0,44.0,94,27,57.6
1219,2007,Apr 10,30.6,51,13.3,29.816,9.8,15.7,269,0.110,1.783,0.010,40.7,23.2,29.5,30.1,32.0,46.0,91,25,40.7
1220,2007,Apr 11,28.4,36,4.0,30.109,10.9,16.1,255,0.110,1.783,0.000,37.8,21.3,30.0,30.2,31.0,43.0,56,23,37.8
1221,2007,Apr 12,26.7,67,16.4,30.168,3.4,5.7,53,0.110,1.783,0.000,37.6,13.5,26.3,30.3,16.0,21.0,92,38,37.6
1222,2007,Apr 13,29.3,72,20.8,30.340,3.8,6.4,49,0.110,1.783,0.000,39.3,20.5,24.2,30.5,20.0,28.0,92,42,39.3
1223,2007,Apr 14,37.4,41,10.8,30.300,4.2,7.1,269,0.110,1.783,0.000,58.9,15.6,30.1,30.5,21.0,26.0,85,15,58.9
1224,2007,Apr 15,44.3,42,19.1,30.061,2.2,4.2,109,0.110,1.783,0.000,62.1,25.8,29.8,30.3,13.0,17.0,72,13,62.1
1225,2007,Apr 16,42.2,60,28.2,30.103,4.3,6.7,36,0.190,1.863,0.010,50.0,32.5,29.8,30.3,17.0,22.0,93,28,50.0
1226,2007,Apr 17,37.7,87,34.1,30.220,1.8,2.9,333,0.830,2.503,0.010,47.8,32.5,30.1,30.3,14.0,17.0,95,67,47.8
1227,2007,Apr 18,43.1,67,30.9,29.907,2.6,4.7,136,0.840,2.513,0.010,56.3,27.6,29.5,30.2,20.0,26.0,95,32,56.3
1228,2007,Apr 19,37.4,39,12.4,29.896,12.7,17.7,245,0.890,2.563,0.010,49.1,26.6,29.6,30.2,37.0,49.0,89,15,49.1
1229,2007,Apr 20,42.0,42,17.3,30.008,2.9,5.3,111,0.890,2.563,0.000,58.7,21.1,26.2,30.2,15.0,20.0,74,12,58.7
1230,2007,Apr 21,43.0,45,21.4,29.909,3.5,5.6,233,0.890,2.563,0.000,53.2,33.1,29.8,30.0,13.0,20.0,76,22,53.2
1231,2007,Apr 22,43.3,53,26.1,30.016,5.0,7.8,226,0.910,2.583,0.010,52.5,35.5,29.9,30.1,20.0,24.0,89,27,52.5
1232,2007,Apr 23,39.7,87,35.9,30.027,2.2,3.5,10,1.140,2.813,0.010,47.6,36.3,29.9,30.1,14.0,18.0,94,61,47.6
1233,2007,Apr 24,35.5,83,30.8,30.164,6.2,8.6,9,1.200,2.873,0.010,39.5,32.5,30.0,30.4,25.0,33.0,92,61,39.5
1234,2007,Apr 25,37.8,75,29.6,30.295,3.0,4.7,54,1.210,2.883,0.010,50.7,26.3,30.1,30.4,24.0,29.0,92,36,50.7
1235,2007,Apr 26,43.8,58,26.7,30.104,5.4,8.4,263,1.220,2.893,0.010,59.9,26.3,30.0,30.2,23.0,32.0,93,21,59.9
1236,2007,Apr 27,46.5,63,32.2,30.202,3.6,6.1,274,1.220,2.893,0.000,61.0,34.9,24.0,30.3,21.0,26.0,92,22,61.0
1237,2007,Apr 29,50.0,51,29.9,30.141,2.6,4.2,349,1.220,2.894,0.000,71.1,35.6,29.9,30.2,21.0,26.0,77,20,75.4
1238,2007,Apr 30,54.8,49,32.4,29.997,3.8,5.8,296,1.300,2.944,0.010,71.3,38.9,29.9,30.1,21.0,32.0,86,15,76.5
1239,2007,Average and,38.9,60,23.3,30.11,5.1,7.9,269,0.05,2.94,0.01,71.3,13.5,95,7,30.65,23.99,36.8,50.6,76.7
1240,2007,May 1,48.4,71,39.0,30.141,2.5,4.4,287,0.000,2.944,0.000,60.7,36.0,30.0,30.3,13.0,17.0,92,51,60.7
1241,2007,May 2,45.7,78,38.7,30.032,1.8,3.5,28,0.150,3.094,0.010,59.3,32.5,29.8,30.1,12.0,16.0,93,45,59.3
1242,2007,May 3,47.4,63,33.2,29.776,7.2,10.9,246,0.160,3.104,0.010,62.9,35.5,29.6,29.9,29.0,37.0,95,28,62.9
1243,2007,May 4,36.9,67,25.5,29.896,4.9,7.4,230,0.200,3.144,0.010,42.5,32.5,29.7,30.0,32.0,41.0,94,29,42.5
1244,2007,May 5,36.5,82,31.0,29.772,3.6,5.1,243,0.580,3.524,0.010,49.2,31.2,29.6,29.9,23.0,31.0,95,41,49.2
1245,2007,May 6,35.1,79,28.9,30.145,3.3,5.1,343,1.030,3.974,0.010,43.9,27.6,29.8,30.3,14.0,18.0,93,49,43.9
1246,2007,May 7,37.0,79,30.5,30.429,1.8,3.2,319,1.050,3.994,0.010,46.4,30.6,30.3,30.5,14.0,17.0,93,49,46.4
1247,2007,May 8,44.4,59,28.0,30.369,1.8,3.6,63,1.060,4.004,0.010,59.8,25.3,30.1,30.5,13.0,20.0,93,23,59.8
1248,2007,May 18,50.1,55,32.1,30.151,3.5,5.4,359,1.079,4.024,0.010,65.6,28.2,29.9,30.3,24.0,32.0,89,23,76.8
1249,2007,May 19,53.2,57,36.5,30.131,3.3,5.0,6,1.079,4.024,0.000,69.1,37.9,30.0,30.3,24.0,30.0,84,22,78.8
1250,2007,May 20,53.3,58,37.0,29.979,2.6,4.2,277,1.109,4.054,0.010,68.4,37.3,29.7,30.1,21.0,38.0,88,25,78.7
1251,2007,May 21,56.8,44,33.4,29.669,6.7,9.8,250,1.119,4.064,0.010,69.4,42.1,29.5,29.9,24.0,34.0,80,22,77.7
1252,2007,May 22,42.7,56,27.2,29.859,9.0,13.0,252,1.119,4.064,0.000,48.3,35.6,29.6,30.1,29.0,34.0,82,35,48.3
1253,2007,May 23,38.0,62,24.3,30.243,4.8,7.2,243,1.189,4.134,0.010,51.0,29.1,30.1,30.4,22.0,26.0,94,21,51.0
1254,2007,May 24,41.4,68,30.4,30.358,2.4,4.3,167,1.319,4.264,0.010,53.9,26.4,30.2,30.5,14.0,18.0,94,32,53.9
1255,2007,May 25,49.3,50,26.7,30.162,4.8,7.1,246,1.319,4.264,0.000,66.8,29.1,30.0,30.3,26.0,30.0,92,18,75.6
1256,2007,May 26,49.8,62,35.6,30.141,3.7,5.8,329,1.339,4.284,0.010,65.0,33.7,30.0,30.2,20.0,28.0,90,23,76.2
1257,2007,May 27,54.8,52,33.3,30.061,5.0,7.2,238,1.339,4.284,0.000,71.5,34.1,29.8,30.2,25.0,30.0,94,22,77.5
1258,2007,May 28,57.6,45,33.8,29.864,5.1,7.6,258,1.339,4.284,0.000,75.4,39.5,29.7,30.0,24.0,32.0,76,16,78.8
1259,2007,May 29,46.7,68,36.2,30.028,5.4,7.9,256,1.399,4.344,0.010,56.5,36.0,29.8,30.3,29.0,36.0,84,42,56.5
1260,2007,May 30,44.0,64,30.7,30.261,4.2,6.7,276,1.399,4.344,0.000,59.0,29.5,30.1,30.4,21.0,28.0,92,27,59.0
1261,2007,May 31,49.9,45,26.4,30.029,7.0,10.9,270,1.400,4.344,0.000,63.2,32.8,29.9,30.2,28.0,44.0,76,19,63.2
1262,2007,Average and,46.3,62,31.7,30.05,4.3,6.6,258,0.06,4.34,0.01,75.4,25.3,95,16,30.53,29.49,32.2,43.7,78.8
1263,2007,Jun 1,48.4,59,33.6,30.025,3.4,5.6,287,0.000,4.344,0.000,57.5,38.5,23.9,30.1,20.0,25.0,83,38,57.5
1264,2007,Jun 2,50.8,69,40.0,30.101,3.5,5.7,40,0.330,4.674,0.050,64.7,38.8,23.9,30.2,18.0,22.0,93,29,79.1
1265,2007,Jun 3,48.8,79,41.9,30.188,2.8,4.4,7,0.731,5.074,0.020,62.6,38.6,30.1,30.3,22.0,26.0,95,48,62.6
1266,2007,Jun 4,50.7,72,41.0,30.183,1.9,3.1,347,0.821,5.164,0.020,64.0,37.6,30.0,30.3,23.0,26.0,95,34,64.0
1267,2007,Jun 5,55.0,67,42.5,29.882,3.0,4.6,3,0.821,5.164,0.000,73.3,37.6,29.5,30.1,18.0,20.0,93,26,79.0
1268,2007,Jun 6,49.7,56,32.5,29.427,10.5,14.9,251,0.831,5.174,0.010,66.8,36.6,29.2,29.6,41.0,58.0,86,19,77.6
1269,2007,Jun 7,42.9,47,23.2,29.809,17.3,25.3,257,0.831,5.174,0.000,49.5,32.4,29.4,30.3,43.0,58.0,85,34,49.5
1270,2007,Jun 8,46.8,58,30.1,30.227,3.5,5.5,27,0.831,5.174,0.000,63.5,26.1,25.9,30.4,26.0,29.0,93,22,63.5
1271,2007,Jun 9,53.4,51,32.6,30.116,2.1,3.5,344,0.831,5.174,0.000,70.1,31.9,25.9,30.2,20.0,22.0,85,15,79.0
1272,2007,Jun 10,59.2,39,28.6,29.990,3.8,5.9,257,0.831,5.174,0.000,76.0,36.2,29.8,30.1,24.0,31.0,79,12,78.0
1273,2007,Jun 11,60.1,41,33.6,29.922,3.2,5.0,233,0.831,5.174,0.000,77.4,39.5,29.8,30.1,24.0,34.0,73,13,78.8
1274,2007,Jun 12,53.7,73,44.8,29.999,2.4,3.9,316,0.991,5.334,0.010,59.3,46.5,29.8,30.2,20.0,28.0,92,45,59.3
1275,2007,Jun 13,54.3,51,33.1,30.214,4.3,6.7,19,0.991,5.334,0.000,66.9,39.2,30.1,30.3,25.0,30.0,91,18,76.9
1276,2007,Jun 14,56.6,52,36.0,30.050,2.3,4.0,310,0.991,5.334,0.000,74.2,34.6,29.8,30.2,20.0,22.0,89,17,79.0
1277,2007,Jun 17,69.3,35,35.3,29.699,7.3,10.5,236,0.992,5.335,0.000,83.0,43.2,29.2,30.1,30.0,38.0,85,11,80.4
1278,2007,Jun 18,63.1,17,16.8,29.643,6.9,10.2,242,0.992,5.335,0.000,76.0,45.4,29.4,29.8,26.0,32.0,32,10,75.8
1279,2007,Jun 19,67.7,20,23.2,29.826,6.1,9.7,259,0.992,5.335,0.000,81.8,52.5,29.7,29.9,23.0,37.0,44,10,79.5
1280,2007,Jun 20,65.3,30,28.7,29.929,2.9,4.6,274,0.992,5.335,0.000,84.0,41.9,29.8,30.0,21.0,25.0,61,8,81.1
1281,2007,Jun 21,66.5,30,30.3,29.822,3.4,5.5,274,0.992,5.335,0.000,84.5,46.7,29.7,29.9,22.0,29.0,54,10,81.5
1282,2007,Jun 22,59.8,52,40.2,29.900,4.1,6.3,323,1.032,5.375,0.010,75.1,44.1,29.8,30.0,33.0,43.0,82,20,78.9
1283,2007,Jun 23,64.2,43,35.3,29.798,2.6,4.7,77,1.032,5.375,0.000,81.8,39.9,29.6,30.0,14.0,18.0,86,14,79.6
1284,2007,Jun 24,68.3,32,31.4,29.626,4.2,6.7,234,1.032,5.375,0.000,88.2,44.5,29.5,29.7,22.0,28.0,67,7,84.5
1285,2007,Jun 25,70.2,26,26.4,29.653,6.5,9.3,248,1.032,5.375,0.000,87.0,45.7,29.5,29.7,24.0,32.0,62,8,83.5
1286,2007,Jun 26,58.6,57,41.7,29.975,2.3,4.2,67,1.042,5.385,0.010,73.5,49.1,29.7,30.1,21.0,26.0,81,21,77.8
1287,2007,Jun 27,58.7,72,49.4,30.052,2.2,3.8,66,1.042,5.385,0.000,68.9,46.1,29.9,30.1,17.0,20.0,93,49,78.7
1288,2007,Jun 28,59.3,68,48.1,29.967,2.9,4.6,350,1.072,5.415,0.010,75.1,45.7,29.8,30.0,15.0,20.0,91,41,78.2
1289,2007,Jun 29,62.0,55,43.3,29.898,2.1,3.7,4,1.072,5.415,0.000,80.3,40.9,29.7,30.0,18.0,22.0,86,24,79.2
1290,2007,Jun 30,67.5,38,34.9,29.796,1.5,2.9,281,1.100,5.415,0.000,85.5,46.0,29.6,29.9,21.0,30.0,80,10,82.3
1291,2007,Average and,58.5,49,35.1,29.90,4.3,6.6,268,0.04,5.41,0.05,88.2,26.1,95,7,30.39,23.73,42.6,57.5,84.5
1292,2007,Jul 1,70.2,36,34.9,29.781,2.5,4.4,139,0.000,5.415,0.000,87.4,46.1,29.6,29.9,17.0,21.0,70,7,83.8
1293,2007,Jul 2,71.1,37,35.1,29.761,1.6,3.3,305,0.000,5.415,0.000,90.7,51.4,29.7,29.8,18.0,24.0,83,6,86.5
1294,2007,Jul 3,64.2,48,38.3,29.865,1.8,3.5,319,0.161,5.575,0.020,89.3,47.6,29.7,30.1,23.0,28.0,90,5,85.4
1295,2007,Jul 4,61.3,63,46.8,30.059,1.7,3.3,313,0.311,5.725,0.010,76.2,44.5,29.9,30.1,25.0,30.0,89,31,78.8
1296,2007,Jul 5,60.6,64,46.1,30.085,2.2,3.8,294,0.371,5.784,0.010,76.1,43.9,30.0,30.2,28.0,34.0,94,27,79.1
1297,2007,Jul 6,65.2,49,40.8,29.995,1.6,3.0,171,0.371,5.784,0.000,81.1,44.9,29.7,30.3,13.0,18.0,91,20,79.4
1298,2007,Jul 7,66.4,46,41.3,29.743,3.3,5.5,253,0.431,5.844,0.010,84.7,47.0,29.4,29.9,18.0,26.0,77,17,81.8
1299,2007,Jul 8,67.3,43,43.2,29.690,2.9,5.2,259,0.471,5.884,0.020,78.5,55.1,29.5,29.8,22.0,30.0,68,26,79.0
1300,2007,Jul 9,65.1,48,40.6,29.765,1.4,3.0,264,0.471,5.884,0.000,83.8,43.8,29.5,30.0,13.0,22.0,87,15,81.0
1301,2007,Jul 10,63.5,55,46.1,29.864,4.8,7.7,345,0.551,5.964,0.020,72.8,56.0,29.6,30.0,31.0,40.0,77,15,79.0
1302,2007,Jul 11,60.8,59,45.4,29.926,1.0,2.3,10,0.591,6.004,0.010,76.0,43.8,29.7,30.0,17.0,28.0,80,24,78.6
1303,2007,Jul 12,58.1,70,46.8,29.964,2.3,3.8,272,1.241,6.654,0.050,76.3,49.4,29.8,30.1,34.0,51.0,94,27,78.9
1304,2007,Jul 13,61.2,57,42.2,30.046,1.6,2.9,287,1.241,6.654,0.000,78.6,42.8,29.9,30.2,22.0,32.0,94,20,79.2
1305,2007,Jul 14,62.7,52,43.3,29.956,1.1,2.2,253,1.300,6.714,0.020,79.2,48.5,29.8,30.1,16.0,24.0,77,25,79.1
1306,2007,Jul 15,63.5,55,44.6,29.891,1.1,2.1,309,1.320,6.734,0.010,84.3,44.3,29.6,30.1,18.0,26.0,85,16,81.4
